IdSensore,w1 y2013,w2 y2013,w3 y2013,w4 y2013,w5 y2013,w6 y2013,w7 y2013,w8 y2013,w9 y2013,w10 y2013,w11 y2013,w12 y2013,w13 y2013,w14 y2013,w15 y2013,w16 y2013,w17 y2013,w18 y2013,w19 y2013,w20 y2013,w21 y2013,w22 y2013,w23 y2013,w24 y2013,w25 y2013,w26 y2013,w27 y2013,w28 y2013,w29 y2013,w30 y2013,w31 y2013,w32 y2013,w33 y2013,w34 y2013,w35 y2013,w36 y2013,w37 y2013,w38 y2013,w39 y2013,w40 y2013,w41 y2013,w42 y2013,w43 y2013,w44 y2013,w45 y2013,w46 y2013,w47 y2013,w48 y2013,w49 y2013,w50 y2013,w51 y2013,w52 y2013,w53 y2013,w1 y2014,w2 y2014,w3 y2014,w4 y2014,w5 y2014,w6 y2014,w7 y2014,w8 y2014,w9 y2014,w10 y2014,w11 y2014,w12 y2014,w13 y2014,w14 y2014,w15 y2014,w16 y2014,w17 y2014,w18 y2014,w19 y2014,w20 y2014,w21 y2014,w22 y2014,w23 y2014,w24 y2014,w25 y2014,w26 y2014,w27 y2014,w28 y2014,w29 y2014,w30 y2014,w31 y2014,w32 y2014,w33 y2014,w34 y2014,w35 y2014,w36 y2014,w37 y2014,w38 y2014,w39 y2014,w40 y2014,w41 y2014,w42 y2014,w43 y2014,w44 y2014,w45 y2014,w46 y2014,w47 y2014,w48 y2014,w49 y2014,w50 y2014,w51 y2014,w52 y2014,w53 y2014,w1 y2015,w2 y2015,w3 y2015,w4 y2015,w5 y2015,w6 y2015,w7 y2015,w8 y2015,w9 y2015,w10 y2015,w11 y2015,w12 y2015,w13 y2015,w14 y2015,w15 y2015,w16 y2015,w17 y2015,w18 y2015,w19 y2015,w20 y2015,w21 y2015,w22 y2015,w23 y2015,w24 y2015,w25 y2015,w26 y2015,w27 y2015,w28 y2015,w29 y2015,w30 y2015,w31 y2015,w32 y2015,w33 y2015,w34 y2015,w35 y2015,w36 y2015,w37 y2015,w38 y2015,w39 y2015,w40 y2015,w41 y2015,w42 y2015,w43 y2015,w44 y2015,w45 y2015,w46 y2015,w47 y2015,w48 y2015,w49 y2015,w50 y2015,w51 y2015,w52 y2015,w53 y2015,w1 y2016,w2 y2016,w3 y2016,w4 y2016,w5 y2016,w6 y2016,w7 y2016,w8 y2016,w9 y2016,w10 y2016,w11 y2016,w12 y2016,w13 y2016,w14 y2016,w15 y2016,w16 y2016,w17 y2016,w18 y2016,w19 y2016,w20 y2016,w21 y2016,w22 y2016,w23 y2016,w24 y2016,w25 y2016,w26 y2016,w27 y2016,w28 y2016,w29 y2016,w30 y2016,w31 y2016,w32 y2016,w33 y2016,w34 y2016,w35 y2016,w36 y2016,w37 y2016,w38 y2016,w39 y2016,w40 y2016,w41 y2016,w42 y2016,w43 y2016,w44 y2016,w45 y2016,w46 y2016,w47 y2016,w48 y2016,w49 y2016,w50 y2016,w51 y2016,w52 y2016,w53 y2016
6350,97.75,48.84,88.45,120.69,119.94,70.53,126.64,71.36,90.73,56.53,43.94,43.19,43.72,40.3,39.81,38.07,40.53,38.08,24.575,11.07,10.18,9.79,12.7,13.22,10.82,16.09,15.01,14.72,14.9,11.74,12.86,13.08,7.63,9.14,13.03,16.2,15.88,19.79,15.17,24.03,20.28,49.99,34.24,30.83,75.74,65.66,44.03,108.28,125.08,169.56,143.01,53.8,71.18,68.9,123.75,130.21,143.41,120.34,109.48,83.24,46.44,42.67,52.36,47.8,24.73,30.66,34.31,19.55,24.82,17.98,17.97,18.34,9.65,11.96,10.4,22.17,15.98,15.99,17.02,17.45,11.84,15.17,11.16,14.85,8.58,7.28,10.18,12.13,18.47,17.77,16.68,25.14,24.42,21.87,29.91,33.69,49.37,30.11,63.05,136.36,61.79,85.11,163.87,168.85,73.12,65.58,80.84,99.68,89.18,72.22,84.12,86.07,78.54,50.36,46.06,44.1,36.17,33.83,20.36,17.98,25.01,20.67,15.08,14.16,15.84,11.15,21.11,24.48,18.4,19.11,23.04,27.43,20.05,17.29,12.72,9.92,12.06,10.16,7.28,8.96,22.43,25.05,27.16,29.82,30.19,29.2,34.71,45.26,73.65,61.0,80.08,84.36,69.82,105.15,101.82,143.91,144.41,104.62,86.17,81.57,109.45,125.46,124.34,84.25,70.37,46.69,60.28,47.35,41.56,30.79,33.62,25.74,30.16,13.63,23.59,18.36,19.08,24.21,20.87,18.61,21.27,22.97,20.6,26.07,21.92,22.0,16.91,17.78,19.78,19.38,14.02,13.43,16.725,20.02,21.2,26.07,27.87,37.07,32.26,44.75,48.25,43.25,55.96,82.88,89.53,95.17,65.93,120.12,139.42,120.32,119.37,119.37
6354,236.99,126.45,165.23,183.27,186.15,164.12,228.33,143.55,197.15,162.58,114.17,118.08,99.51,94.38,115.85,87.39,76.26,77.01,76.16,73.75,72.65,67.05,62.39,58.29,61.34,61.96,61.72,55.77,63.52,58.06,59.67,45.92,26.54,36.15,53.84,65.77,67.35,97.24,60.36,85.59,98.76,137.58,122.07,110.2,122.9,153.1,145.44,200.53,277.1,410.39,321.92,135.21,175.62,198.5,205.58,238.74,165.47,151.43,132.25,161.97,131.63,107.33,122.12,158.53,102.23,133.09,116.95,96.38,90.49,92.09,84.99,84.58,74.07,67.47,63.63,71.37,74.98,68.62,94.73,91.04,82.01,82.19,85.63,86.18,53.99,46.37,67.05,80.53,107.04,99.35,140.7,129.16,123.54,106.57,127.22,124.72,167.34,139.62,147.76,282.66,151.81,135.41,273.22,308.23,149.74,92.82,168.04,165.61,209.86,243.2,222.51,199.52,183.02,160.31,172.05,122.83,116.18,111.45,93.89,74.01,101.49,85.5,78.43,83.52,80.69,70.33,74.83,54.63,69.66,72.07,69.96,63.48,60.56,61.4,60.06,56.51,58.06,49.21,40.41,46.15,60.74,79.62,90.91,98.34,111.9,104.67,107.12,119.78,203.86,168.26,232.78,206.95,164.41,263.69,220.79,294.17,320.57,206.55,83.09,150.92,208.52,198.22,274.49,214.98,181.74,142.65,157.15,152.43,126.62,106.28,111.17,86.31,89.88,76.71,69.64,65.04,72.87,82.92,70.95,66.5,72.39,62.82,60.27,64.49,66.59,60.05,66.13,64.08,64.99,54.53,46.11,35.49,43.58,53.9,67.75,97.79,101.29,112.15,94.77,118.76,147.11,126.27,125.41,164.16,198.33,200.55,157.39,240.43,338.64,312.6,272.37,187.38
6356,225.39,137.41,115.93,122.83,132.3,136.25,228.19,116.48,201.26,139.1,90.44,95.2,77.43,74.72,88.51,76.18,67.34,68.57,68.08,53.27,53.71,55.24,56.77,58.95,50.52,58.72,56.95,54.42,54.24,46.53,51.6,41.15,30.18,37.98,51.6,77.43,84.89,97.69,79.09,74.47,100.91,158.91,127.86,97.88,112.82,241.44,146.35,245.12,337.84,479.58,334.52,111.41,184.11,170.82,194.89,224.01,156.77,141.0,116.87,158.71,127.9,99.57,130.66,161.75,83.4,109.0,98.76,65.53,78.18,69.06,54.13,61.78,56.3,50.73,46.38,51.69,50.41,41.33,45.04,44.74,42.98,41.37,40.93,50.86,36.69,29.97,40.12,51.52,65.81,48.25,64.66,128.82,89.27,81.6,130.13,114.19,181.51,111.82,138.47,309.06,128.78,120.92,286.2,319.61,136.01,88.03,165.02,219.62,158.83,218.33,173.76,172.42,163.17,143.92,131.94,117.94,97.52,91.8,73.11,61.63,77.12,81.37,85.62,74.83,73.9,57.85,65.97,47.98,53.07,62.56,47.89,43.77,39.13,36.74,36.53,32.97,42.49,38.99,39.76,44.986666666666665,50.21333333333333,55.44,77.08,75.93,96.68,104.3,86.22,111.11,218.15,207.04,284.15,201.03,164.38,295.4,245.25,315.99,338.55,218.54,63.71,125.93,156.67,188.35,265.98,170.87,148.64,106.8,110.32,99.92,95.37,74.18,82.25,63.84,66.25,61.44,51.39,49.14,59.06,60.64,58.09,57.72,52.42,51.51,45.38,52.35,44.55,40.28,39.73,39.58,41.17,27.06,27.27,21.24,26.69,41.16,46.39,61.14,56.43,81.68,66.24,91.87,112.73,88.63,84.96,122.4,120.12,113.68,117.39,185.24,240.69,231.73,181.01,157.44
6358,242.04,128.66,177.06,240.19,209.1,155.1,256.54,159.26,210.66,136.4,216.45,146.39999999999998,76.35,100.46,112.52,116.96,92.44,88.23,71.01,69.28,58.78,55.46,63.5,53.82,53.79,61.65,62.86,79.78,62.54,45.87,66.58,49.71,23.62,37.37,61.42,89.62,79.46,118.76,82.04,119.81,112.99,176.31,165.43,155.45,163.58,231.46,167.33,408.4,365.0,408.37,332.55,143.61,240.94,164.47,212.89,220.91,277.95,200.33,209.34,265.99,176.97,173.01,181.31,137.54,82.94,111.74,118.28,75.59,82.58,71.72,72.69,72.56,61.37,56.66,54.55,66.03,62.14,38.74,59.06,60.81,51.07,51.27,60.27,55.65,36.35,26.19,47.51,54.8,81.97,62.61,92.49,112.44,131.32,101.2,116.75,147.64,172.9,111.42,112.36,113.30000000000001,114.24000000000001,115.18,118.98333333333333,122.78666666666668,126.59,158.27,166.95,233.86,216.19,217.05,214.26,227.48,208.07,168.79,160.21,150.45,131.42,118.48,80.91,67.09,93.85,81.82,65.43,69.44,78.93,55.23,57.8,47.51,63.49,66.8,51.48,13.91,17.43875,20.9675,24.49625,28.025,31.55375,35.082499999999996,38.61125,42.14,82.37,101.62,108.58,99.92,119.3,138.68,158.06,158.36,227.03,230.57,289.39,212.65,230.06,247.47,264.88,282.28999999999996,299.7,160.55,95.81,128.18,161.76,220.24,231.46,129.62,116.43,93.67,103.285,112.9,94.53,75.36,73.15,45.97,51.75,53.67,67.67,60.81,61.19,87.98,68.89,57.43,71.52,58.67,53.83,54.87,58.79,54.8,56.79,51.52,53.4,48.49,39.93,27.26,37.41,55.68,62.46,78.13,79.87,108.23,93.25,112.95,104.37,104.99,107.72,152.61,133.48,144.71166666666664,155.94333333333333,167.175,178.40666666666667,189.63833333333332,200.87,171.46
6360,163.78,156.96,161.92,153.12,166.25,101.43,152.02,69.96,87.3,70.59,47.24,57.83,46.47,46.0,59.13,32.37,28.71,26.82,26.85,22.84,21.84,28.03,24.89,24.02,21.45,23.85,24.2,24.51,21.95,26.3,27.22,21.47,17.74,16.1,21.76,26.515,31.27,39.19,34.17,40.59,47.32,66.89,57.16,46.9,59.75,75.27,56.28,95.2,156.86,285.95,177.0,43.02,52.37,83.49,131.77,131.74,89.78,102.97,60.58,83.33,68.02,53.13,55.54,54.18,39.38,33.99,37.29,28.77,31.58,28.11,22.23,25.96,22.76,23.15,22.29,22.98,24.707727272727272,26.435454545454547,28.16318181818182,29.89090909090909,31.618636363636366,33.346363636363634,35.07409090909091,36.801818181818184,38.529545454545456,40.257272727272735,41.985,43.71272727272728,45.44045454545455,47.16818181818182,48.8959090909091,50.623636363636365,52.351363636363644,54.079090909090915,55.80681818181819,57.534545454545466,59.26227272727273,60.99,50.75,132.1,67.99,67.56,176.5,166.7,111.44,56.17999999999999,0.92,141.82,85.1,101.64,91.32,106.57,62.86,56.36,44.31,49.65,40.52,41.6,44.04,37.74,51.61,54.22,42.7,37.76,44.49,36.86,40.53,37.02,39.13,36.55,35.361,34.172,32.983,31.793999999999997,30.604999999999997,29.416,28.227,27.038,25.849,24.66,22.72,20.82,21.41,19.32,53.050769230769234,86.78153846153847,120.5123076923077,154.24307692307693,187.97384615384615,221.7046153846154,255.43538461538463,289.16615384615386,322.8969230769231,356.6276923076923,390.35846153846154,424.0892307692308,457.82,238.6,66.71,116.12,136.11,141.72,214.32,177.45,114.1,101.29,100.37,67.57,90.82,62.94,63.34,55.42,54.75,42.34,40.25,34.86,40.0,41.41,35.18,41.49,35.9,34.78,30.77,34.29,31.88,29.98,29.27,34.43,35.38,36.87625,38.3725,39.868750000000006,41.365,42.86125,44.3575,45.853750000000005,47.35,46.51,40.51,53.08,80.53,90.86,98.41,96.61,126.3,123.38,110.17,166.36,284.99,243.61,127.0,123.72
6364,86.34,52.39,57.41,73.68,114.52,22.18,104.22,48.28,65.12,44.61,26.95,35.15,26.12,24.98,20.39,15.8,18.63,16.89,12.95,14.02,10.39,10.0,13.23,13.81,10.55,11.17,19.625,28.08,15.92,14.41,16.32,14.35,8.7,11.42,14.64,15.57,16.75,29.85,23.08,32.16,27.88,42.28,38.46,42.03,49.13,57.9,39.02,92.48,127.31,173.59,127.58,48.6,63.55,63.6,92.8,87.57,89.45,69.76,60.76,76.4,52.98,50.84,51.04,33.94,17.76,26.31,17.32,10.86,16.4,10.59,11.69,14.92,5.65,8.66,12.98,13.42,11.89,10.3,15.43,14.87,12.0,16.23,15.21,16.4,14.54,9.87,13.74,13.57,20.67,20.03,20.14,32.05,31.87,30.39,35.05,41.53,57.38,38.35,53.13,147.27,54.44,73.62,151.65,152.65,70.11,62.01,79.17,96.09,79.67,63.37,83.91,77.27,76.44,47.1,45.36,41.1,34.43,36.42,37.33,39.06,44.54,41.42,35.8,34.31,24.88,16.57,32.18,31.49,16.75,12.08,11.15,13.11,12.65,13.53,11.39,9.74,14.58,10.69,8.19,9.13,12.46,15.12,14.76,25.95,23.68,25.2,28.93,34.92,61.31,48.7,70.49,90.46,68.41,106.81,117.16,128.43,115.32,84.23,71.64,66.95,114.23,145.37,123.58,91.00999999999999,58.44,44.16,53.99,41.34,36.22,27.63,29.6,26.82,39.98,12.96,18.94,13.04,14.61,17.45,14.27,12.15,14.36,12.66,11.08,11.31,12.14,13.05,11.19,11.71,12.55,13.11,8.5,8.6,10.09,12.78,12.73,16.31,16.74,22.33,23.12,35.68,38.24,36.9,48.49,64.12,73.44,94.68,56.09,104.97,152.96,113.46,102.56,86.66
6366,219.51,135.19,158.39,172.72,173.5,140.47,213.06,136.34,159.74,137.21,97.97,99.29,90.93,83.5,87.94,70.74,61.1,58.5,55.02,50.72,43.21,44.0,52.91,52.57,47.83,45.5,47.49,49.76,54.37,47.04,50.35,40.96,23.38,31.06,44.21,55.15,57.07,78.84,55.58,81.22,101.05,145.76,133.5,110.44,125.28,159.71,156.25,221.47,288.37,422.36,482.44,129.44,177.81,185.98,180.87,227.32,151.35,141.98,125.35,148.56,118.94,90.69,106.01,106.3,55.93,74.96,64.3,45.74,49.63,43.56,40.51,42.57,33.82,35.07,32.92,37.93,36.88,29.03,31.41,29.98,28.83,30.64,49.63,56.99,39.08,32.55,44.52,53.0,72.0,61.04,84.41,90.89,85.19,90.29,102.97,106.38,167.76,221.67999999999998,275.59999999999997,329.52,160.7,136.72,302.01,341.46,149.18,102.25,163.69,226.49,193.13,224.53,191.76,176.88,172.28,143.23,139.6,106.62,102.47,92.1,79.87,68.18,107.57,91.26,69.73,68.9,74.13,61.38,74.35,56.06,85.03,66.04,50.75,48.98,48.36,47.57,58.5,47.66,36.82,34.51,20.02,21.15,33.89,38.79,44.45,49.16,53.69,52.06,53.12,67.48,130.44,116.23,170.99,131.53,102.85,188.89,149.27,208.51,240.81,152.32,60.71,105.79,139.14,137.2,178.97,137.27,111.16,85.68,86.92,84.91,72.51,56.57,65.54,51.29,85.51,97.55,76.8,58.61,66.19,77.21,69.73,66.14,74.87,62.77,58.87,68.6,58.88,50.53,52.92,51.29,54.22,47.85,45.0,37.01,43.1,53.53,62.35,78.2,72.41,92.55,77.88,100.99,127.66,112.58,112.01,138.63,170.71,172.34,126.16,218.02,284.85,264.23,216.0,159.09
6372,330.74,182.65,232.48,246.83,228.92,156.68,283.39,151.13,239.01,171.39,118.33,127.12,94.46,91.41,118.73,103.77,84.35,88.21,84.65,71.0,69.72,74.44,74.04,83.86,72.31,68.59,73.94,78.63,64.03,48.18,55.13,39.48,25.87,32.32,51.59,71.39500000000001,91.2,132.15,97.62,110.34,125.35,203.72,181.01,134.79,167.63,225.92,181.88,339.17,397.97,518.6,368.37,149.35,289.35,233.79,244.29,276.23,189.48,166.67,162.77,215.42,168.07,131.41,171.82,185.44,59.44,110.15,89.96,51.51,68.06,61.72,53.83,57.19,46.47,51.84,47.26,66.84,58.16,49.43,41.2,52.0,51.29,57.55,45.71,50.19,39.18,26.81,36.96,53.51,76.05,54.94,67.42,104.78,83.75,80.55,115.59,107.91,157.24,97.6,130.78,300.23,108.83,101.69,238.32,309.47,148.82,99.48,189.97,235.29,183.44,225.28,176.26,179.31,176.32,170.24,157.97,126.88,129.53,106.43,84.67,73.63,103.28,109.02,109.05333333333333,109.08666666666667,109.12,55.37,93.11,77.56,92.7,90.14,71.96,75.75,72.65,66.84,70.55,57.64,61.96,65.84,50.05,56.3,87.0,87.07,92.63,104.18,110.55,124.6,123.8,141.76,227.76,245.56,299.79,212.96,170.73,342.78,206.48,288.9,351.14,201.21,114.88,144.23,200.9,222.3,325.41,203.85,157.53,125.92,140.02,112.73,104.09,85.44,92.24,55.12,68.7,64.83,58.54,54.79,62.39,61.77,52.09,80.51,85.13,70.45,66.79,78.95,64.49,61.79,57.42,66.34,63.48,52.48,49.04,39.09,42.85,63.72,76.0,91.25,80.83,115.96,88.45,106.2,125.01,114.96,125.25,146.72,153.03,154.4,143.31,239.19,214.88,217.86,195.01,159.35
10001,229.18,160.32,189.66,184.76,187.61,139.53,202.13,126.35,149.2,135.31,82.61,111.41,83.66,91.67,87.36,76.48,72.5,81.63,66.93,55.53,60.54,69.32,62.04,64.65,64.14,66.44,58.41,55.2,59.65,62.19,68.56,47.23,30.85,34.21,48.28,62.94,62.03,71.52,82.94,83.44,90.24,114.82,107.76,79.33,112.41,127.72,106.06,202.69,226.21,403.61,293.1,85.27,96.99,137.66,194.45,205.25,152.55,138.79,107.75,144.54,118.83,85.12,99.11,113.25,85.3,80.93,96.25,66.12,67.92,76.05,63.14,68.5,68.29,70.54,70.58,64.95,54.59,61.87,50.26,49.51,48.36,45.59,42.29,39.614999999999995,36.94,30.31,37.11,50.09,63.75,53.9,60.58,72.63,74.04,85.6,106.25,79.84,127.43,125.68,187.8,213.84,128.71,121.94,262.87,258.11,131.99,82.26,151.61,236.42,168.13,203.46,160.04,193.93,149.75,126.91,120.1,107.7,96.66,104.13,102.96,87.14,112.51,110.07,94.65,94.78,80.77,68.05,73.65,59.1,59.31,66.52,57.19,51.83,48.55,46.88,46.49,44.31,47.02,40.04,30.42,38.83,48.59,51.63,60.83,60.72,81.97,98.65,90.37,106.28,154.66,175.34,207.89,193.81,150.63,283.7,258.32,325.0,323.51,215.22,128.48,157.42,205.51,172.52,284.09,208.37,161.02,155.68,143.85,110.8,119.79,98.43,94.17,89.41,98.04,86.71,71.45,56.97,81.5,94.58,110.64,99.66,93.1,89.92,56.03,51.7,41.09,38.25,34.94,45.02,36.45,33.63,29.3,25.97,31.9,52.59,55.55,57.21,66.8,75.0375,83.275,91.5125,99.75,120.17,106.78,116.71,131.46,130.13,145.5,172.34,195.77,236.31,215.66,168.64
10004,165.99,104.55,130.2,133.37,116.32,99.27,216.15,148.62,156.33,120.86,96.88,114.57,95.19,101.44,129.91,85.68,68.5,66.82,72.69,67.63,59.45,66.52,58.26,55.37,49.42,67.15,51.19,56.36,54.55,61.49,75.49,51.93,34.41,44.39,52.64,65.8,74.96,90.18,85.57,95.94,100.64,128.43,101.9,91.84,119.6,145.93,172.26,265.61,306.5,465.69,379.82,104.12,131.04,189.05,208.91,216.29,344.14,146.2,126.14,185.54,133.77,116.8,118.34,147.59,91.11,108.87,121.27,86.15,97.17,95.34,89.79,96.77,82.39,69.32,70.99,66.03,65.21,49.64,53.9,49.57,55.73,56.03,46.15,47.67,36.96,52.11,68.44,63.27,72.9,94.57,106.15,127.44,108.04,99.8725,91.70500000000001,83.53750000000001,75.37,137.14,147.86,267.54,144.86,118.88,270.32,250.06,127.55,88.15,159.21,212.95,172.19,242.85,186.06,186.18,155.26,153.08,138.41,125.7,115.71,124.11,158.85,112.765,66.68,53.67,39.52,60.91,67.11,48.02,47.87,37.55,36.07,32.39,31.4,40.91,33.58,37.14,38.34,83.04,43.68,29.58,28.86,39.21,42.0,59.14,58.64,62.82,86.88,89.34,79.5,90.04,138.13,113.04,176.53,137.12,116.28,212.41,165.74,219.57,254.58,131.28,93.09,88.48,131.44,133.51,234.62,125.68,104.49,94.6,104.17,84.54,83.58,73.29,83.15,71.05,63.83,53.1,40.58,43.54,58.0,45.5,48.34,40.16,27.5,25.42,22.66,30.75,26.58,29.22,20.99,27.41,25.75,22.81,20.71,18.54,21.91,28.71,48.39,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19,51.19
10278,171.92,84.33,117.97,137.93,110.36,74.34,148.92,72.19,122.22,69.41,68.89,72.68,55.38,60.3,65.8,52.37,47.14,49.51,45.36,32.7,34.01,30.62,31.29,30.76,23.26,31.03,32.62,30.48,33.43,31.56,40.46,59.03,17.04,23.55,38.67,46.25,54.65,63.05,47.44,61.24,90.3,151.72,115.69,92.36,104.62,152.32,128.59,230.47,308.25,489.86,354.94,109.9,196.59,190.31,156.35,224.05,153.2,119.05,100.04,143.84,104.11,76.59,106.26,126.33,39.61,86.81,83.3457142857143,79.88142857142857,76.41714285714286,72.95285714285714,69.48857142857143,66.02428571428572,62.56,44.435,26.31,27.786666666666665,29.263333333333332,30.74,33.23,35.5,34.37,37.57,33.61,37.94,28.92,19.52,27.97,39.11,57.73,42.02,45.28,77.49,67.13,62.42,103.68,97.34,184.64,96.93,165.69,344.72,106.42,99.49,292.39,426.14,76.83,64.33,157.78,195.1,167.72,245.26,172.58,173.02,166.16,131.64,130.47,106.14,83.8,73.19,53.97,43.42,73.73,54.88,35.57,41.77,43.57,30.19,35.61,27.64,36.77,40.73,30.29,28.99,29.46,28.18,31.79,25.95,31.82,36.41,28.13,31.41,48.72,47.71,56.65,60.43,65.14,77.78,70.75,69.19,199.27,186.26,313.37,205.34,143.46,306.72,215.44,353.68,435.56,226.28,62.5,137.69,182.53,224.96,228.05,95.49,85.16,74.83,64.5,65.92,62.59,59.26,76.16,54.98,64.62,51.74,45.07,36.32,41.5,50.47,43.84,41.56,43.94,39.98,33.66,39.87,32.61,30.29,32.08,33.71,40.41,27.95,28.56,21.81,25.34,38.52,40.7,57.75,53.0,77.75,65.21,99.53,135.23,115.73,121.77,144.66,203.31,163.24,142.6,278.11,318.33,337.88,281.5,212.96
